identificadorArchivo,archivoOrigen,rutaArchivo,arquitectura,particion,indiceChunk,filasValidas,inicioFuente,finFuente,inicioRegistroValido,finRegistroValido,rutaParquetChunk,columnas,fechaActualizacion,rutaChunk
b4721c3e6d8bfd23,2024-06-16_2024-06-22_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-16_2024-06-22_Win64_train.jsonl,Win64,train,12,1500,18000,19499,18000,19499,artefactos/ember2024/parquetBruto/b4721c3e6d8bfd23/chunk_00012.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:53:59.913789+00:00,artefactos\ember2024\parquetBruto\b4721c3e6d8bfd23\chunk_00012.parquet
b4721c3e6d8bfd23,2024-06-16_2024-06-22_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-16_2024-06-22_Win64_train.jsonl,Win64,train,13,500,19500,19999,19500,19999,artefactos/ember2024/parquetBruto/b4721c3e6d8bfd23/chunk_00013.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:00.299412+00:00,artefactos\ember2024\parquetBruto\b4721c3e6d8bfd23\chunk_00013.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,0,1500,0,1499,0,1499,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00000.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:01.462859+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00000.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,1,1500,1500,2999,1500,2999,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00001.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:02.522385+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00001.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,2,1500,3000,4499,3000,4499,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00002.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:03.482470+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00002.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,3,1500,4500,5999,4500,5999,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00003.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:04.525451+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00003.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,4,1500,6000,7499,6000,7499,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00004.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:05.447127+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00004.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,5,1500,7500,8999,7500,8999,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00005.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:06.360308+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00005.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,6,1500,9000,10499,9000,10499,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00006.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:07.311822+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00006.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,7,1500,10500,11999,10500,11999,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00007.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:08.290072+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00007.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,8,1500,12000,13499,12000,13499,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00008.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:09.379017+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00008.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,9,1500,13500,14999,13500,14999,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00009.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:10.310044+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00009.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,10,1500,15000,16499,15000,16499,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00010.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:11.346840+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00010.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,11,1500,16500,17999,16500,17999,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00011.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:12.349122+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00011.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,12,1500,18000,19499,18000,19499,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00012.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:13.332189+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00012.parquet
1e4d1fe2a11c19af,2024-06-23_2024-06-29_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-23_2024-06-29_Win64_train.jsonl,Win64,train,13,500,19500,19999,19500,19999,artefactos/ember2024/parquetBruto/1e4d1fe2a11c19af/chunk_00013.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:13.756221+00:00,artefactos\ember2024\parquetBruto\1e4d1fe2a11c19af\chunk_00013.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,0,1500,0,1499,0,1499,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00000.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:15.197579+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00000.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,1,1500,1500,2999,1500,2999,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00001.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:16.408459+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00001.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,2,1500,3000,4499,3000,4499,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00002.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:17.477491+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00002.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,3,1500,4500,5999,4500,5999,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00003.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:18.657917+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00003.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,4,1500,6000,7499,6000,7499,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00004.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:19.957506+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00004.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,5,1500,7500,8999,7500,8999,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00005.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:21.144570+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00005.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,6,1500,9000,10499,9000,10499,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00006.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:22.254473+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00006.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,7,1500,10500,11999,10500,11999,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00007.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:23.476655+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00007.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,8,1500,12000,13499,12000,13499,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00008.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:24.579339+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00008.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,9,1500,13500,14999,13500,14999,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00009.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:25.716570+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00009.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,10,1500,15000,16499,15000,16499,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00010.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:26.839578+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00010.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,11,1500,16500,17999,16500,17999,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00011.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:28.075952+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00011.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,12,1500,18000,19499,18000,19499,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00012.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:29.123241+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00012.parquet
8739b8f9252461d0,2024-06-30_2024-07-06_Win64_train.jsonl,data/ember2024/Win64_train/2024-06-30_2024-07-06_Win64_train.jsonl,Win64,train,13,500,19500,19999,19500,19999,artefactos/ember2024/parquetBruto/8739b8f9252461d0/chunk_00013.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:54:29.515624+00:00,artefactos\ember2024\parquetBruto\8739b8f9252461d0\chunk_00013.parquet
